OPEID,INSTNM,CITY,STABBR,ADM_RATE,SAT_AVG_ALL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,PPTUG_EF,PPTUG_EF2,CURROPER,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,APPL_SCH_PCT_GE4,APPL_SCH_PCT_GE5,DEP_INC_AVG,IND_INC_AVG,DEBT_MDN,DEBT_MDN_SUPP,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,COMPL_RPY_3YR_RT_SUPP,NONCOM_RPY_3YR_RT_SUPP,DEP_RPY_3YR_RT_SUPP,IND_RPY_3YR_RT_SUPP,PELL_RPY_3YR_RT_SUPP,NOPELL_RPY_3YR_RT_SUPP,FEMALE_RPY_3YR_RT_SUPP,MALE_RPY_3YR_RT_SUPP,FIRSTGEN_RPY_3YR_RT_SUPP,NOTFIRSTGEN_RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,C200_4_POOLED_SUPP
3962300,American Institute of Massage Therapy,Santa Ana,CA,NULL,NULL,28,0.5714,0.1071,0.2143,0.1071,0,0,0,0,0,NULL,0,NULL,1,NULL,9028,NULL,13180,NULL,NULL,10500,6541,2433,NULL,NULL,0.5357,PrivacySuppressed,PrivacySuppressed,51852.97878,17915.24938,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.866666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9722,NULL,0.972605479,NULL
3995300,University of East-West Medicine,Sunnyvale,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11820,2736,3750,NULL,NULL,PrivacySuppressed,PrivacySuppressed,NULL,34740.61609,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
4003300,Blake Austin College,Vacaville,CA,NULL,NULL,321,0.4299,0.1526,0.2586,0.0125,0.0125,0.0187,0.0093,0,0.1059,NULL,0,NULL,1,NULL,24235,NULL,28009,NULL,NULL,33372,30355,11918,NULL,NULL,0.7,0.104722793,0.05338809,56082.23657,21052.82273,9500,9500,10555,117.1821378,0.760383387,0.716346154,0.822580645,0.880952381,0.791366906,0.514285714,0.827586207,0.733333333,0.726907631,0.890625,0.770676692,0.695652174,0.773049645,0.716666667,0.866401293,NULL,0.7045,NULL
3986300,Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,0.7,NULL,126,0.3651,0.0317,0.1429,0.1429,0,0,0.0079,0.3016,0.0079,NULL,0,NULL,1,NULL,72265,74473,NULL,64900,64900,NULL,61621,28894,1804,1,0.0924,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.604604651,NULL,0.899994,NULL
3911300,Total International Career Institute,Hialeah,FL,NULL,NULL,103,0,0,1,0,0,0,0,0,0,NULL,0,NULL,0,NULL,1574,NULL,5700,NULL,NULL,5100,8015,1768,NULL,NULL,1,0,0,3307.134041,2731.774739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.777965637,NULL,0.7985,NULL
4029300,Trendsetters School of Beauty & Barbering,Jacksonville,FL,NULL,NULL,36,0.0278,0.9722,0,0,0,0,0,0,0,NULL,0.2222,NULL,1,NULL,14445,NULL,19995,NULL,NULL,14400,8953,3119,NULL,NULL,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,9500,9500,10339,114.784095,0.354166667,0.266666667,PrivacySuppressed,PrivacySuppressed,0.432432432,PrivacySuppressed,PrivacySuppressed,0.258064516,0.289473684,PrivacySuppressed,PrivacySuppressed,0.324324324,PrivacySuppressed,PrivacySuppressed,0.775875862,NULL,0.784609231,NULL
3985300,CDA Technical Institute,Jacksonville,FL,NULL,NULL,375,0.8747,0.0293,0.0853,0,0.0027,0,0.008,0,0,NULL,0,NULL,1,NULL,26497,NULL,28394,NULL,NULL,21820,14129,6795,NULL,NULL,0.4588,0.04505814,0.024709302,79908.2825,22178.19455,7307,7307,7307,81.12267935,0.81671159,0.741626794,0.896907216,0.938461538,0.838068182,PrivacySuppressed,0.888157895,0.767123288,0.746543779,0.915584416,PrivacySuppressed,0.820441989,0.789473684,0.830845771,0.914976031,NULL,0.935485608,NULL
4016500,American Institute of Beauty,Largo,FL,NULL,NULL,65,0.4,0.3846,0.1846,0.0154,0,0,0.0154,0,0,NULL,0.4,NULL,1,NULL,10402,NULL,15205,NULL,NULL,14550,20018,7531,NULL,NULL,0.927,0.075630252,0.054621849,22298.87288,9629.210864,9500,9500,11437,126.9741459,0.205776173,0.170403587,0.282608696,PrivacySuppressed,0.263157895,0.136,0.257142857,0.188405797,0.187250996,PrivacySuppressed,0.280991736,0.147435897,0.193277311,0.195121951,0.428997792,NULL,0.502229075,NULL
3557300,North Florida Cosmetology Institute Inc,Tallahassee,FL,NULL,NULL,167,0.1976,0.7365,0.0299,0.006,0,0,0.018,0,0.012,NULL,0.2335,NULL,1,NULL,18318,NULL,22328,NULL,NULL,11825,6857,3162,NULL,NULL,0.6761,0.195488722,0.12406015,31848.28941,11247.48718,7000,7000,9500,105.469475,0.352201258,0.325925926,PrivacySuppressed,PrivacySuppressed,0.401869159,0.254901961,0.483870968,0.3203125,0.319148936,PrivacySuppressed,0.37704918,0.27027027,0.317073171,0.510638298,0.626994595,NULL,0.626764789,NULL
3823300,Florida Academy of Health & Beauty,Wilton Manor,FL,NULL,NULL,29,0,1,0,0,0,0,0,0,0,NULL,0.1379,NULL,1,NULL,13543,NULL,16784,NULL,NULL,8050,8639,7171,NULL,NULL,0.8571,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.743607692,NULL,0.745123529,NULL
4021300,Augusta School of Massage,Evans,GA,NULL,NULL,64,0.4375,0.5,0.0313,0,0,0,0.0313,0,0,NULL,0.1875,NULL,1,NULL,7954,NULL,10513,NULL,NULL,7400,5945,1330,NULL,NULL,0.629,PrivacySuppressed,PrivacySuppressed,44924.25412,31386.49358,3800,3800,4052,44.9855066,0.561403509,0.511627907,PrivacySuppressed,PrivacySuppressed,0.581395349,PrivacySuppressed,PrivacySuppressed,0.52173913,0.512195122,PrivacySuppressed,0.525,PrivacySuppressed,0.566666667,PrivacySuppressed,0.709127273,NULL,0.754711321,NULL
4038300,ATA College,Louisville,KY,NULL,NULL,427,0.4707,0.3443,0.0304,0.007,0,0,0.0211,0,0.1265,NULL,0,NULL,1,NULL,22591,27707,NULL,11185,11185,NULL,25692,7346,4240,0.1739,0.7914,0.075899844,0.043035994,31582.62732,16202.5299,14167,14167,17139,190.278035,0.432525952,0.385113269,0.507936508,0.677966102,0.479406919,0.328,0.549132948,0.402597403,0.396121884,0.613793103,0.442748092,0.320512821,0.439716312,0.424342105,0.663954098,NULL,0.753104938,NULL
3752400,SUM Bible College and Theological Seminary,Oakland,CA,NULL,NULL,348,0.4368,0.2098,0.2443,0.0086,0,0.0287,0.0287,0.0086,0.0345,NULL,0.0948,NULL,1,NULL,23392,26941,NULL,7946,7946,NULL,7162,3753,4542,0.2308,0.8469,0.054982818,0.034364261,48286.8565,21114.83835,15500,15500,27103.5,300.9044122,0.620689655,0.632653061,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.677419355,0.651162791,0.590909091,0.619047619,PrivacySuppressed,0.636363636,0.603773585,0.575,PrivacySuppressed,NULL,0.434776087,NULL,PrivacySuppressed
4040300,Compass Career College,Hammond,LA,NULL,NULL,162,0.5123,0.4691,0.0185,0,0,0,0,0,0,NULL,0,NULL,1,NULL,16993,NULL,19987,NULL,NULL,12800,9196,3354,NULL,NULL,0.5809,0.098654709,0.071748879,26846.33643,13316.28035,9500,9500,9500,105.469475,0.290640394,0.281609195,PrivacySuppressed,PrivacySuppressed,0.333333333,0.204819277,0.446808511,0.243589744,0.278074866,PrivacySuppressed,0.292929293,PrivacySuppressed,0.324324324,0.25,0.624333333,NULL,0.62379901,NULL
3965500,Hair Expressions Academy,Rockville,MD,NULL,NULL,45,0.2444,0.3111,0.2667,0.1111,0,0,0,0,0.0667,NULL,0,NULL,1,NULL,13765,NULL,17755,NULL,NULL,16300,16011,2213,NULL,NULL,0.4632,0.080808081,0.053872054,55094.88438,22342.73786,9500,9500,9833,109.1664577,0.679389313,0.613333333,PrivacySuppressed,PrivacySuppressed,0.76744186,0.511111111,0.795918367,0.609756098,0.578313253,0.854166667,0.683333333,PrivacySuppressed,0.666666667,0.716981132,0.86664,NULL,0.769773381,NULL
4006300,Nuvo College of Cosmetology,Norton Shores,MI,NULL,NULL,44,0.4318,0.5,0.0227,0,0,0.0455,0,0,0,NULL,0.1591,NULL,1,NULL,6152,NULL,11355,NULL,NULL,9445,5724,2457,NULL,NULL,0.7403,PrivacySuppressed,PrivacySuppressed,26200.74076,13616.02986,5500,5500,6566.5,72.90161133,0.466666667,0.444444444,PrivacySuppressed,PrivacySuppressed,0.471698113,PrivacySuppressed,PrivacySuppressed,0.44,0.449275362,PrivacySuppressed,0.454545455,PrivacySuppressed,0.5,0.483870968,0.754259322,NULL,0.583346667,NULL
3970400,WellSpring School of Allied Health-Kansas City,Kansas City,MO,NULL,NULL,125,0.656,0.24,0.072,0.016,0.008,0,0,0,0.008,NULL,0,NULL,1,NULL,17917,NULL,21919,NULL,NULL,24000,19941,6827,3222,NULL,0.5,0.063973064,0.033670034,52878.91894,24825.45601,7125,7125,7917,87.89492985,0.735426009,0.691176471,0.803921569,0.828571429,0.815642458,0.409090909,0.716981132,0.74556213,0.681481481,0.818181818,0.764044944,0.627906977,0.731958763,0.757575758,PrivacySuppressed,NULL,NULL,NULL
3924300,Hair Academy 110,Kirksville,MO,NULL,NULL,20,0.85,0,0.1,0,0,0,0.05,0,0,NULL,0,NULL,1,NULL,7716,NULL,10954,NULL,NULL,10700,8153,5929,NULL,NULL,0.6667,PrivacySuppressed,PrivacySuppressed,45112.0536,14377.04835,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.366666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7895,NULL,0.666664444,NULL
3963300,Healing Touch Career College,Hattiesburg,MS,NULL,NULL,134,0.1418,0.8582,0,0,0,0,0,0,0,NULL,0,NULL,1,NULL,24759,NULL,26517,NULL,NULL,10900,6483,973,NULL,NULL,0.8032,0.111111111,0.078703704,16898.02177,10427.78815,7114,7114,7114,78.9799837,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.87499375,NULL,0.871774359,NULL
4031300,The Salon Professional Academy-Fargo,Fargo,ND,NULL,NULL,90,0.8333,0.0222,0.0111,0.0333,0.0778,0,0,0,0.0222,NULL,0.0667,NULL,1,NULL,11828,NULL,14532,NULL,NULL,15490,9931,5520,NULL,NULL,0.2738,PrivacySuppressed,PrivacySuppressed,75749.04313,15336.18716,9500,9500,10000,111.0205,0.75,0.625,0.756756757,PrivacySuppressed,0.805194805,PrivacySuppressed,0.8125,0.638888889,0.655172414,0.880952381,0.755102041,PrivacySuppressed,PrivacySuppressed,0.78125,0.815785526,NULL,0.807249398,NULL
3944300,Massage Therapy Trainining Institute,Las Cruces,NM,NULL,NULL,25,0.28,0.04,0.56,0,0,0,0.08,0,0.04,NULL,0.2,NULL,1,NULL,12338,NULL,13894,NULL,NULL,7138,8372,7226,NULL,NULL,0.6458,PrivacySuppressed,PrivacySuppressed,38278.5783,19490.39889,4400,4400,4586.5,50.91955233,0.716981132,0.717948718,PrivacySuppressed,PrivacySuppressed,0.744186047,PrivacySuppressed,PrivacySuppressed,0.741935484,0.725,PrivacySuppressed,0.7,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.588229412,NULL,0.763630909,NULL
3975300,Institute of Professional Careers,Las Vegas,NV,NULL,NULL,7,0,0.4286,0.4286,0,0,0.1429,0,0,0,NULL,0,NULL,1,NULL,16577,NULL,19911,NULL,NULL,11350,7730,10409,NULL,NULL,0.6667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.722213889,NULL,PrivacySuppressed,NULL
3941400,Elite Academy of Beauty Arts,Brooklyn,NY,NULL,NULL,52,0.8846,0.0192,0.0962,0,0,0,0,0,0,NULL,0,NULL,0,NULL,15494,NULL,17624,NULL,NULL,10300,792,1415,NULL,NULL,0.7214,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5150,5150,5150,57.1755575,0.673469388,0.641666667,PrivacySuppressed,PrivacySuppressed,0.709677419,PrivacySuppressed,PrivacySuppressed,0.683333333,0.666666667,PrivacySuppressed,0.651515152,PrivacySuppressed,0.657657658,0.727272727,0.864670677,NULL,0.870983871,NULL
3839300,Aveda Institute-New York,New York,NY,NULL,NULL,238,0.4832,0.2773,0.1429,0.0546,0,0,0.0336,0,0.0084,NULL,0.3151,NULL,1,NULL,21109,NULL,24220,NULL,NULL,15834,15699,8735,NULL,NULL,0.6758,0.083538084,0.058968059,50421.71604,20781.88008,6333,6333,6333,70.30928265,0.860182371,0.843023256,0.84,0.947368421,0.872852234,0.763157895,0.918032787,0.826086957,0.832258065,0.885057471,0.862190813,0.847826087,0.90625,0.859649123,0.817874834,NULL,0.920620844,NULL
3950500,Northwest Regional Technology Institute,Erie,PA,NULL,NULL,18,0.5556,0.3333,0.0556,0.0556,0,0,0,0,0,NULL,0,NULL,1,NULL,8335,NULL,13145,NULL,NULL,7750,7879,3461,NULL,NULL,1,PrivacySuppressed,0,25543.51797,8366.144684,6334,6334,9500,105.469475,0.644444444,0.627906977,PrivacySuppressed,PrivacySuppressed,0.685714286,PrivacySuppressed,PrivacySuppressed,0.631578947,0.627906977,PrivacySuppressed,0.709677419,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.749997561,NULL,0.777054777,NULL
3952300,National Massage Therapy Institute,Philadelphia,PA,NULL,NULL,599,0.0935,0.2354,0.0467,0.0167,0.0017,0,0.0083,0,0.5977,NULL,0.0217,NULL,1,NULL,21985,NULL,26167,NULL,NULL,14175,11861,3488,2961,0.3617,0.694,0.051044084,0.031322506,36145.30468,17993.9072,9290,9290,9453,104.9476787,0.585956416,0.534640523,0.623529412,0.78358209,0.628029505,0.437275986,0.560897436,0.594390507,0.503846154,0.725490196,0.609248555,0.532432432,0.559454191,0.644144144,0.643852762,NULL,0.73263262,NULL
3965400,MyrAngel Beauty Institute,San Lorenzo,PR,NULL,NULL,120,0,0,1,0,0,0,0,0,0,NULL,0,NULL,1,NULL,11413,NULL,15058,NULL,NULL,8695,4091,1507,NULL,NULL,0.9938,PrivacySuppressed,PrivacySuppressed,8246.311846,2978.158246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.838720072,NULL,0.755884646,NULL
3920300,Institute of Hair Design,Adamsville,TN,NULL,NULL,39,0.8974,0.0256,0.0256,0.0256,0,0.0256,0,0,0,NULL,0,NULL,1,NULL,11931,NULL,17037,NULL,NULL,12890,6548,7385,NULL,NULL,0.6761,PrivacySuppressed,PrivacySuppressed,21882.69056,9208.207235,6566.5,6566.5,9000,99.91845,0.466666667,0.4375,PrivacySuppressed,PrivacySuppressed,0.486486486,PrivacySuppressed,PrivacySuppressed,0.425,0.456140351,PrivacySuppressed,0.465517241,PrivacySuppressed,0.513513514,PrivacySuppressed,0.666670588,NULL,0.902783333,NULL
4035300,Tennessee Career Institute,Columbia,TN,NULL,NULL,121,0.7934,0.1653,0.0248,0,0,0.0083,0.0083,0,0,NULL,0,NULL,1,NULL,8995,NULL,13148,NULL,NULL,18345,8185,2494,NULL,NULL,0.7212,0.053398058,PrivacySuppressed,31493.70207,18746.38394,6817,6817,7365,81.76659825,0.371559633,0.3125,0.5,PrivacySuppressed,0.451327434,0.291666667,0.5,0.318181818,0.364583333,PrivacySuppressed,0.375,PrivacySuppressed,0.353846154,0.391304348,0.606462037,NULL,0.662639431,NULL
3987300,Texas Health School,Houston,TX,NULL,NULL,178,0.2921,0.3539,0.2978,0.0449,0.0056,0,0,0,0.0056,NULL,0.1292,NULL,1,NULL,14530,NULL,18422,NULL,NULL,13315,9085,1481,NULL,NULL,0.2785,0.090476191,0.061904762,47744.2887,16738.84401,5175,5175,6300,69.942915,0.643678161,0.606557377,0.711111111,PrivacySuppressed,0.686666667,PrivacySuppressed,0.581395349,0.664122137,0.635135135,PrivacySuppressed,0.643356643,PrivacySuppressed,0.691176471,0.673076923,0.845680962,NULL,0.868568041,NULL
4045400,Mai-trix Beauty College,Houston,TX,NULL,NULL,53,0.1698,0.0943,0.3585,0.3208,0,0,0,0.0566,0,NULL,0.3774,NULL,1,NULL,11714,NULL,15908,NULL,NULL,10033,6608,1763,NULL,NULL,0.6364,PrivacySuppressed,PrivacySuppressed,14322.83114,10789.4755,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.349233333,NULL,0.6093875,NULL
4045300,North West Beauty School,Houston,TX,NULL,NULL,45,0,0.8667,0.1333,0,0,0,0,0,0,NULL,0.5778,NULL,1,NULL,14322,NULL,17409,NULL,NULL,13500,5280,580,NULL,NULL,0.91,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7500,7500,9500,105.469475,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.772734091,NULL,0.347795652,NULL
3909300,Maximum Style Tec School of Cosmetology,Logan,UT,NULL,NULL,42,0.7857,0,0.0952,0,0,0.0238,0.0952,0,0,NULL,0,NULL,1,NULL,6649,NULL,10949,NULL,NULL,12350,3666,4159,NULL,NULL,0.3908,PrivacySuppressed,PrivacySuppressed,51826.55474,19237.58818,7602,7602,8535,94.75599675,0.605263158,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.588235294,PrivacySuppressed,0.594594595,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.73336,NULL,0.833336364,NULL
3463300,Careers Unlimited,Orem,UT,NULL,NULL,176,0.9489,0.0114,0.0227,0.0114,0,0.0057,0,0,0,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19766,12852,7271,NULL,0.5169,PrivacySuppressed,PrivacySuppressed,112049.689,37807.07753,28895,28895,28895,320.7937348,0.977777778,1,0.966666667,PrivacySuppressed,0.988505747,PrivacySuppressed,0.96969697,0.98245614,1,0.960784314,0.977011494,PrivacySuppressed,PrivacySuppressed,0.971014493,NULL,0.9674,NULL,NULL
3413300,Mountainland Applied Technology College,Lehi,UT,NULL,NULL,815,0.7975,0.0098,0.1313,0.0123,0.011,0.0086,0.0294,0,0,NULL,0.7853,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,496,1744,4783,NULL,NULL,0.0823,0.094285714,0.062857143,29844.09754,20799.65839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.845572513,NULL,0.859018033,NULL
4038400,Avi Career Training,Great Falls,VA,NULL,NULL,23,0.5652,0.3043,0.1304,0,0,0,0,0,0,NULL,0,NULL,1,NULL,21012,NULL,24146,NULL,NULL,15900,11272,490,NULL,NULL,0.6667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,10282.5,10282.5,10559,117.226546,0.64516129,0.621621622,PrivacySuppressed,PrivacySuppressed,0.680851064,PrivacySuppressed,PrivacySuppressed,0.631578947,0.651162791,PrivacySuppressed,0.644067797,PrivacySuppressed,PrivacySuppressed,0.5625,0.825263107,NULL,0.862764706,NULL
4028300,Mountain State School of Massage,Charleston,WV,NULL,NULL,21,0.9048,0.0476,0.0476,0,0,0,0,0,0,NULL,0,NULL,1,NULL,20019,NULL,22596,NULL,NULL,10922,11338,1680,NULL,NULL,0.6957,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,8179,8179,8181,90.82587105,0.448979592,0.290322581,PrivacySuppressed,PrivacySuppressed,0.555555556,PrivacySuppressed,PrivacySuppressed,0.459459459,0.324324324,PrivacySuppressed,0.416666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.873746602,NULL,0.918908108,NULL
254401,Doane College-Lincoln Grand Island and Master,Lincoln,NE,NULL,1077,721,0.853,0.061,0.0388,0.0264,0.0069,0.0028,0.0055,0,0.0055,NULL,0.2843,NULL,1,NULL,7366,12916,NULL,9065,9065,NULL,6734,4069,5074,0.053,0.4368,0.208791209,0.143856144,76514.47891,28722.1917,18624,18624,22529,250.1180845,0.897755611,0.845070423,0.93993994,0.900552486,0.947540984,0.867203219,0.909774436,0.873605948,0.867647059,0.928753181,0.92688172,0.856716418,0.908695652,0.904942966,NULL,PrivacySuppressed,NULL,NULL
159101,Shorter University-College of Adult & Professional Programs,Marietta,GA,NULL,954,922,0.2213,0.7061,0.026,0.0043,0.0152,0.0043,0.0065,0.0022,0.0141,NULL,0,NULL,1,NULL,27016,31260,NULL,8160,8160,NULL,13904,2970,4345,0.3582,0.6462,0.224598931,0.15597148,63756.80652,33755.94106,25250,25250,27475,305.0288238,0.633802817,0.534340659,0.664325843,0.780487805,0.753374233,0.533192835,0.693548387,0.608490566,0.571022727,0.723314607,0.632721202,0.631294964,0.634722222,0.65942029,NULL,0.475695146,NULL,0.199164407
4051304,The Art Institute of Indianapolis,Indianapolis,IN,NULL,NULL,862,0.6218,0.2448,0.0592,0.0139,0.0046,0.0046,0,0,0.051,NULL,0.3933,NULL,1,NULL,26323,30922,NULL,14824,14824,NULL,16256,3396,4662,0.1531,0.6083,0.08028049,0.046431614,36328.67226,15947.03702,12136.5,12136.5,21599,239.793178,0.289359316,0.238971998,0.393617021,0.513833992,0.507826087,0.25256388,0.337947494,0.269009331,0.283839212,0.292074989,0.305721605,0.258585023,0.275546849,0.334104938,NULL,0.231265986,NULL,NULL
3122601,Eastern International College-Belleville,Belleville,NJ,NULL,NULL,216,0.25,0.2685,0.4306,0.0509,0,0,0,0,0,NULL,0.3148,NULL,1,NULL,17617,NULL,22480,NULL,NULL,45000,15302,10536,5298,0.6364,0.8919,0.093478261,0.060869565,30184.76688,26803.52237,13500,13500,21480.5,238.477585,0.558069382,0.520467836,0.663934426,PrivacySuppressed,0.615789474,0.482142857,0.524752475,0.575492341,0.542342342,0.638888889,0.557692308,0.581395349,0.540856031,0.575757576,0.910341379,NULL,0.94121,NULL
2120707,San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,NULL,NULL,144,0.5417,0.0208,0.0903,0.1389,0,0.0625,0.0486,0.0625,0.0347,NULL,0,NULL,1,NULL,NULL,NULL,NULL,20450,20450,NULL,11026,6154,6361,0.5,0.5948,0.091589785,0.056424656,35415.53844,17112.96623,14000,14000,19648.5,218.1386294,0.426538462,0.380977683,0.517018779,0.676814988,0.503453569,0.271671827,0.505709625,0.390798122,0.395673926,0.644602851,0.429612582,0.421279937,0.429607251,0.444652032,0.734734694,NULL,0.62245102,NULL
3099801,Illinois School of Health Careers-O'Hare Campus,Chicago,IL,NULL,NULL,175,0.1257,0.2571,0.4914,0.0114,0,0,0.0171,0.0914,0.0057,NULL,0,NULL,0,NULL,17901,NULL,22151,NULL,NULL,15250,7846,3317,NULL,NULL,0.7282,0.196781273,0.144111192,24489.11652,10139.25394,9104,9104,9182,101.9390231,0.401960784,0.360572873,0.597156398,0.666666667,0.443243243,0.251633987,0.496163683,0.366441659,0.380660015,0.624,0.40348221,0.38317757,0.402866242,0.40974212,0.850700899,NULL,0.603860526,NULL
736200,MedTech College,Indianapolis,IN,NULL,NULL,603,0.34,0.1741,0.0133,0.0033,0.0017,0,0.3665,0,0.1012,NULL,0,NULL,1,NULL,21836,NULL,26696,NULL,NULL,44900,15970,3867,4229,0.4658,0.4576,0.110238216,0.059300558,36244.16521,20300.63579,15834,15834,20000,222.041,0.578210895,0.527777778,0.637655417,0.745762712,0.634724858,0.516985138,0.630914826,0.568033274,0.534691279,0.736596737,0.576502732,0.604790419,0.563924678,0.591304348,0.608585321,NULL,0.5,NULL
2256201,Broken Arrow Beauty College-Tulsa,Tulsa,OK,NULL,NULL,88,0.6477,0.1023,0.0568,0.0455,0.0341,0.0114,0.1023,0,0,NULL,0.1591,NULL,1,NULL,13870,NULL,16164,NULL,NULL,11475,4808,2230,NULL,NULL,0.7763,0.07037037,PrivacySuppressed,67632.89342,20794.04392,9500,9500,9833,109.1664577,0.548717949,0.492857143,0.666666667,PrivacySuppressed,0.626984127,0.411764706,0.666666667,0.480314961,0.486486486,0.733333333,0.550802139,PrivacySuppressed,0.53030303,0.558823529,0.69094,NULL,0.813986047,NULL
